Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
49,male,26056,doctorate,4,hiking,2739,suburban,218,275,spring,1,1,1
67,male,53342,master,7,sunbathing,2520,rural,41,225,winter,1,1,0
59,non-binary,99054,doctorate,0,hiking,4883,urban,81,226,fall,1,1,1
51,male,95027,doctorate,8,sunbathing,2644,rural,122,213,winter,1,1,0
49,male,44834,master,5,sunbathing,2019,rural,251,183,spring,0,0,0
58,male,75813,high school,7,swimming,4514,urban,52,283,fall,1,1,0
54,non-binary,73755,bachelor,5,skiing,4983,rural,293,62,summer,0,1,0
31,non-binary,93529,doctorate,1,sunbathing,4932,rural,113,198,winter,0,0,0
59,non-binary,115634,master,6,hiking,1752,rural,211,214,spring,1,1,1
64,female,73660,doctorate,9,hiking,524,rural,173,178,spring,1,0,1
30,male,109148,master,8,skiing,3628,rural,264,202,summer,1,1,0
54,male,103258,high school,2,swimming,2010,rural,3,228,summer,0,0,0
26,non-binary,103179,master,7,sunbathing,674,rural,3,292,summer,1,0,0
60,male,33852,bachelor,1,sunbathing,2191,rural,127,134,spring,0,1,0
39,non-binary,76422,high school,1,skiing,2062,urban,74,235,spring,0,1,1
39,non-binary,89420,master,1,hiking,1758,suburban,290,241,fall,1,1,0
43,female,48613,bachelor,0,sunbathing,3029,suburban,285,47,fall,0,0,0
57,non-binary,35130,doctorate,8,swimming,548,urban,212,98,winter,1,0,0
58,non-binary,78043,bachelor,3,swimming,2581,rural,75,196,spring,1,1,0
54,male,110262,bachelor,0,hiking,3403,rural,280,49,summer,0,0,0
19,non-binary,63725,master,5,sunbathing,4965,urban,101,106,spring,1,0,0
64,female,116937,doctorate,2,swimming,3459,rural,26,10,fall,0,0,0
49,non-binary,105532,master,2,sunbathing,3403,suburban,294,31,winter,0,1,0
22,non-binary,46343,doctorate,1,hiking,1115,rural,106,44,winter,0,0,0
47,male,23925,master,6,hiking,1103,urban,234,106,fall,0,0,0
37,non-binary,55070,master,9,hiking,4631,urban,248,255,fall,1,1,1
27,female,99904,doctorate,5,hiking,3141,rural,280,44,winter,0,1,0
28,non-binary,50580,bachelor,0,skiing,3386,urban,162,99,summer,1,0,0
31,female,114499,doctorate,8,hiking,2174,rural,42,14,winter,1,0,0
53,female,83083,doctorate,3,hiking,2461,suburban,198,54,fall,1,1,0
51,female,111923,master,5,skiing,2833,urban,283,94,winter,1,1,0
33,male,105533,master,0,hiking,2444,suburban,122,229,summer,1,1,1
48,female,34554,high school,8,sunbathing,3932,urban,281,104,winter,1,1,0
51,female,84626,doctorate,5,skiing,1912,suburban,195,176,summer,1,1,0
40,female,40335,doctorate,3,swimming,1388,suburban,202,128,spring,1,0,0
30,non-binary,39053,high school,0,sunbathing,2814,urban,115,225,spring,0,0,0
44,female,98280,high school,1,swimming,2447,urban,180,215,summer,0,1,0
51,male,65689,bachelor,2,skiing,4846,urban,180,24,spring,0,0,0
28,female,107514,doctorate,6,sunbathing,3731,rural,19,256,winter,1,0,0
48,male,51420,master,6,hiking,877,suburban,71,199,summer,1,1,1
28,non-binary,37345,high school,6,skiing,1034,suburban,263,106,fall,1,0,0
46,female,30556,bachelor,7,hiking,3016,suburban,129,127,winter,1,1,0
64,female,100664,master,0,hiking,691,rural,80,7,summer,1,1,0
36,female,75653,doctorate,6,skiing,2492,suburban,90,159,summer,0,1,1
64,male,48884,high school,1,skiing,4944,urban,106,78,summer,0,1,0
18,male,53443,doctorate,0,hiking,4222,urban,112,143,summer,1,1,1
53,female,45068,high school,5,hiking,4344,suburban,112,169,winter,0,0,1
28,female,71403,bachelor,2,hiking,3357,rural,180,16,winter,0,0,0
40,female,85440,high school,3,skiing,3322,urban,114,35,summer,1,1,0
51,non-binary,83711,master,0,sunbathing,3932,rural,291,245,winter,0,1,0
49,female,47535,master,9,swimming,2773,urban,61,28,fall,0,0,0
22,non-binary,114846,master,7,hiking,3436,suburban,66,125,fall,1,1,1
31,non-binary,31760,master,1,skiing,4989,rural,133,276,winter,1,1,1
39,female,37268,doctorate,9,swimming,1574,rural,140,67,fall,1,1,0
19,female,94709,high school,2,skiing,1873,rural,119,190,winter,1,1,1
52,male,52166,bachelor,9,sunbathing,2722,urban,94,108,spring,1,0,0
48,female,52167,master,5,sunbathing,2932,rural,265,25,fall,1,1,0
50,non-binary,58305,high school,1,hiking,3778,urban,127,222,spring,1,1,1
60,male,96157,high school,6,hiking,3095,rural,214,272,summer,1,0,1
22,female,21204,bachelor,1,skiing,4315,urban,299,255,winter,0,1,0
21,non-binary,91236,doctorate,1,hiking,4737,urban,208,194,summer,0,0,0
28,male,75352,high school,8,sunbathing,960,rural,96,6,spring,1,0,0
39,male,27175,bachelor,4,sunbathing,647,urban,35,254,fall,1,0,0
55,male,55446,doctorate,0,hiking,2631,urban,93,278,spring,0,1,1
31,female,35033,doctorate,1,hiking,4531,suburban,268,106,fall,0,1,0
66,female,29721,bachelor,2,hiking,861,suburban,249,108,fall,1,0,0
48,male,108469,master,6,skiing,4077,urban,90,181,winter,0,0,1
22,male,60568,bachelor,3,hiking,2342,suburban,139,226,fall,1,0,1
46,female,109151,master,8,swimming,3150,urban,170,180,fall,0,1,0
45,male,40754,doctorate,9,sunbathing,1503,rural,17,253,fall,0,0,0
57,non-binary,67366,high school,8,swimming,4019,urban,218,108,summer,0,1,0
33,male,103544,doctorate,6,hiking,2277,urban,142,265,spring,1,1,1
59,male,112854,master,1,skiing,2757,suburban,137,172,spring,0,0,1
67,male,111569,high school,3,sunbathing,4925,urban,49,12,fall,1,0,0
50,non-binary,48562,master,3,hiking,4397,rural,67,294,fall,1,0,1
69,female,102805,doctorate,4,hiking,817,rural,181,239,summer,0,0,1
27,female,63791,bachelor,9,hiking,3168,rural,205,103,fall,1,1,0
21,non-binary,45054,master,7,sunbathing,627,rural,156,237,spring,1,1,0
56,male,114319,high school,9,swimming,2696,rural,175,105,winter,1,1,0
39,male,49166,doctorate,4,hiking,2484,suburban,133,226,fall,0,0,1
67,female,70182,bachelor,7,sunbathing,4324,suburban,147,231,spring,1,1,0
18,female,108146,doctorate,7,skiing,3031,suburban,221,207,fall,0,0,0
28,male,20520,high school,1,swimming,4587,rural,157,37,winter,1,0,0
52,non-binary,109273,bachelor,5,hiking,3642,urban,107,110,fall,0,1,1
62,female,22380,doctorate,2,swimming,4616,suburban,36,278,winter,0,0,0
65,female,51336,master,8,sunbathing,3706,suburban,115,277,summer,1,0,0
35,male,35934,doctorate,6,hiking,3562,suburban,212,89,winter,1,1,0
54,non-binary,40047,bachelor,7,sunbathing,1821,suburban,209,285,fall,0,1,0
58,female,97244,high school,0,sunbathing,1791,urban,267,172,spring,0,0,0
48,female,79653,bachelor,6,sunbathing,3931,rural,96,219,summer,1,0,0
29,female,54447,high school,2,swimming,717,urban,259,204,summer,1,0,0
31,female,63887,doctorate,6,swimming,1623,rural,164,116,summer,0,1,0
26,non-binary,119911,bachelor,5,swimming,2006,urban,252,135,spring,1,1,0
61,non-binary,51119,doctorate,8,swimming,3552,suburban,268,87,spring,0,1,0
27,non-binary,110129,high school,7,sunbathing,2451,suburban,209,138,winter,0,0,0
29,non-binary,114730,master,4,swimming,1634,rural,27,239,spring,0,1,0
31,female,50373,high school,4,sunbathing,1135,suburban,141,152,fall,0,0,0
26,female,96594,master,1,skiing,1486,suburban,253,143,summer,1,1,0
56,male,57144,master,9,hiking,4481,suburban,250,77,winter,1,0,0
63,female,41253,doctorate,3,hiking,4756,suburban,55,84,spring,1,1,1
42,non-binary,36349,high school,2,sunbathing,2326,suburban,106,236,summer,0,1,0
57,female,48796,high school,3,hiking,4637,urban,283,297,fall,1,1,1
32,female,64291,high school,1,sunbathing,1984,suburban,258,182,summer,1,0,0
58,male,109659,master,1,skiing,2724,rural,243,195,winter,0,0,0
66,male,83527,master,8,sunbathing,4896,suburban,274,299,winter,0,1,0
31,male,49495,bachelor,8,sunbathing,2129,suburban,64,186,summer,0,1,0
62,male,60756,high school,3,hiking,3656,suburban,186,191,spring,0,1,1
49,female,57969,doctorate,1,sunbathing,4047,urban,271,151,spring,0,0,0
67,non-binary,118752,bachelor,9,skiing,956,urban,254,229,winter,1,1,0
62,female,53300,high school,2,skiing,1035,suburban,114,114,spring,0,1,0
45,female,29704,high school,8,swimming,1531,urban,257,52,summer,1,0,0
31,female,76695,doctorate,4,skiing,3586,rural,167,285,summer,0,1,1
58,non-binary,55461,master,8,swimming,1445,rural,31,160,fall,1,1,0
26,female,94925,doctorate,0,skiing,2895,suburban,75,291,spring,1,1,1
38,non-binary,20903,high school,7,hiking,3204,suburban,149,211,spring,0,1,1
39,female,79065,high school,0,swimming,1999,urban,239,269,summer,1,1,0
22,female,117224,doctorate,7,swimming,1222,urban,174,186,spring,0,1,0
37,non-binary,25461,master,4,skiing,2606,rural,95,11,winter,0,0,0
35,non-binary,87661,high school,8,swimming,3183,suburban,100,177,summer,0,0,0
63,male,105100,high school,4,sunbathing,2062,suburban,102,261,winter,1,0,0
42,male,29369,master,7,skiing,4495,urban,276,178,winter,1,1,0
58,female,49260,doctorate,7,swimming,3052,suburban,294,229,spring,0,1,0
26,non-binary,106611,master,1,swimming,1749,suburban,72,208,spring,1,1,0
45,female,83699,doctorate,9,hiking,1886,rural,150,250,spring,1,0,1
66,male,30663,doctorate,4,skiing,3017,rural,110,186,spring,0,1,1
52,female,36510,master,8,swimming,2206,suburban,159,32,summer,1,1,0
34,female,28910,bachelor,4,swimming,4930,urban,74,65,summer,1,0,0
30,female,107045,high school,5,skiing,4539,suburban,170,123,summer,0,0,0
47,male,115702,bachelor,6,swimming,1543,suburban,291,139,fall,1,1,0
69,non-binary,84822,high school,3,skiing,999,urban,60,20,fall,0,0,0
56,female,20807,high school,4,hiking,1439,urban,78,151,winter,0,1,1
32,female,90833,master,1,hiking,2017,rural,283,224,summer,1,1,0
57,non-binary,22195,doctorate,8,hiking,573,rural,45,254,spring,1,0,1
64,female,103676,master,3,skiing,1630,urban,234,251,spring,1,1,1
51,male,34697,bachelor,3,sunbathing,3230,suburban,48,94,winter,0,0,0
20,male,38609,high school,9,skiing,3716,urban,1,58,fall,0,0,1
46,non-binary,79885,bachelor,7,hiking,845,rural,39,232,spring,0,1,1
20,male,84734,high school,4,skiing,700,urban,226,0,fall,0,0,0
59,female,36477,bachelor,1,hiking,4248,suburban,250,39,spring,1,0,0
67,female,113173,doctorate,4,hiking,4233,urban,254,53,winter,1,0,0
58,male,108752,doctorate,5,skiing,2121,rural,237,162,fall,0,0,0
41,male,93606,doctorate,2,swimming,4965,urban,50,204,spring,1,1,0
28,non-binary,33726,bachelor,4,hiking,1960,suburban,0,177,spring,1,0,1
67,female,21811,bachelor,9,swimming,1307,urban,181,162,summer,1,1,0
65,female,47928,high school,2,hiking,1100,urban,110,250,summer,0,1,1
45,female,27874,master,2,hiking,2680,urban,254,245,summer,0,0,0
44,female,99756,bachelor,7,swimming,2212,suburban,52,286,winter,0,0,0
24,male,94036,bachelor,6,sunbathing,3015,suburban,167,72,fall,0,0,0
50,non-binary,33646,bachelor,0,skiing,672,suburban,295,95,spring,0,0,0
45,non-binary,115547,bachelor,8,skiing,3799,rural,298,203,summer,1,0,0
64,male,34517,bachelor,0,skiing,1728,urban,4,161,fall,0,1,1
37,female,87081,doctorate,7,skiing,4290,rural,183,18,spring,0,1,0
20,non-binary,81962,doctorate,8,sunbathing,2963,urban,206,14,winter,1,0,0
61,non-binary,118959,high school,9,sunbathing,2725,urban,157,192,spring,0,0,0
21,female,114807,doctorate,0,swimming,3813,suburban,68,5,spring,0,1,0
37,female,23055,doctorate,0,sunbathing,3565,rural,179,258,winter,0,0,0
24,male,61266,high school,7,skiing,3233,urban,162,27,summer,1,0,0
57,female,35851,bachelor,1,hiking,4119,rural,186,92,winter,0,0,0
26,female,68957,doctorate,4,swimming,955,rural,67,210,summer,1,1,0
36,non-binary,113961,doctorate,8,hiking,582,suburban,250,211,winter,1,1,0
22,male,30510,doctorate,0,hiking,525,rural,125,226,spring,0,0,1
56,female,88178,master,5,swimming,2767,urban,10,206,winter,1,0,0
62,male,29394,high school,9,skiing,934,urban,129,245,spring,1,1,1
35,non-binary,98271,high school,0,swimming,1176,suburban,62,194,summer,0,1,0
66,male,73053,master,7,swimming,845,rural,91,288,winter,0,0,0
68,female,113993,doctorate,1,sunbathing,2235,rural,185,93,fall,1,0,0
50,non-binary,62966,high school,8,hiking,4191,urban,193,240,fall,1,0,1
35,non-binary,96709,bachelor,0,skiing,3692,urban,52,285,winter,1,1,1
59,non-binary,103182,high school,7,sunbathing,2673,suburban,162,82,winter,1,0,0
44,female,98754,master,7,sunbathing,712,urban,132,190,summer,1,0,0
58,female,43268,doctorate,8,skiing,617,urban,227,194,fall,1,1,0
43,male,118585,high school,1,skiing,2071,rural,196,234,summer,1,0,1
57,non-binary,85665,doctorate,5,swimming,3693,suburban,249,282,winter,1,1,0
52,non-binary,68405,high school,1,sunbathing,4789,urban,52,184,winter,1,1,0
42,non-binary,88526,high school,3,hiking,3455,urban,286,274,spring,1,0,0
47,male,116142,high school,2,skiing,4666,urban,62,177,spring,0,0,1
39,female,88503,doctorate,6,skiing,2885,suburban,172,131,summer,0,1,0
20,male,117798,high school,4,sunbathing,2681,urban,101,106,winter,0,1,0
64,male,98727,doctorate,8,sunbathing,2967,urban,178,245,summer,0,1,0
47,non-binary,79180,high school,7,swimming,3554,rural,35,51,summer,0,1,0
24,male,115220,doctorate,1,sunbathing,3265,suburban,16,194,summer,1,1,0
68,female,59313,high school,4,skiing,2770,urban,260,104,fall,0,0,0
54,female,98040,doctorate,4,skiing,3164,suburban,73,285,summer,1,1,1
58,male,106637,bachelor,6,hiking,3049,urban,209,168,spring,0,0,0
42,non-binary,95878,high school,2,sunbathing,2156,suburban,117,73,winter,0,1,0
67,female,30368,high school,6,swimming,3132,suburban,294,98,winter,1,0,0
43,male,80754,master,0,skiing,4482,suburban,170,208,winter,0,1,1
29,male,116747,master,3,hiking,3264,suburban,71,89,winter,0,1,1
32,male,95838,high school,8,skiing,3203,rural,172,75,winter,0,1,0
61,female,64465,bachelor,7,sunbathing,1655,urban,248,167,fall,1,0,0
21,male,22466,bachelor,5,sunbathing,4997,urban,100,137,fall,0,0,0
41,male,91176,bachelor,0,sunbathing,2874,rural,286,106,fall,0,1,0
24,male,113685,master,6,sunbathing,2188,rural,117,233,spring,1,0,0
29,non-binary,65070,high school,5,skiing,2303,rural,19,234,fall,1,0,1
41,non-binary,61865,bachelor,6,sunbathing,582,rural,204,174,winter,0,1,0
31,male,91180,high school,1,skiing,2016,suburban,154,129,spring,0,0,0
43,male,36727,master,7,sunbathing,4062,suburban,81,111,spring,0,1,0
35,male,106077,doctorate,2,skiing,720,urban,183,295,spring,1,0,1
47,non-binary,89350,bachelor,6,sunbathing,3771,suburban,176,207,fall,0,0,0
23,non-binary,33613,master,3,sunbathing,1020,suburban,180,251,winter,1,1,0
66,female,81126,high school,2,swimming,1973,suburban,72,263,spring,1,0,0
24,male,41955,bachelor,1,hiking,574,rural,52,197,winter,1,1,1
44,female,32458,doctorate,9,sunbathing,3730,rural,114,177,summer,1,1,0
30,male,69616,doctorate,7,hiking,4362,rural,51,79,fall,1,0,1
29,non-binary,46592,bachelor,0,sunbathing,4444,urban,111,120,summer,1,1,0
33,male,34694,bachelor,2,swimming,2023,suburban,220,228,summer,0,0,0
18,non-binary,105641,bachelor,0,sunbathing,4010,suburban,114,283,spring,0,1,0
47,female,44244,doctorate,1,sunbathing,3558,rural,47,173,spring,1,1,0
47,non-binary,50934,bachelor,8,swimming,2295,urban,77,165,winter,1,1,0
32,male,96044,high school,0,swimming,4091,rural,37,81,summer,1,0,0
26,male,85774,master,2,skiing,3183,rural,86,139,spring,0,0,1
19,non-binary,23889,high school,7,sunbathing,4015,urban,248,37,winter,0,1,0
45,male,115059,high school,6,hiking,2883,rural,263,27,winter,0,0,0
56,non-binary,89372,doctorate,3,sunbathing,4639,urban,166,64,fall,0,1,0
19,female,58831,bachelor,6,sunbathing,2481,rural,218,290,winter,1,1,0
37,non-binary,78967,master,1,hiking,2117,urban,67,204,fall,0,1,1
42,non-binary,98957,master,1,sunbathing,1643,suburban,85,97,spring,0,0,0
68,non-binary,54840,high school,8,sunbathing,658,suburban,205,75,fall,1,1,0
30,female,46684,master,9,hiking,2396,urban,214,8,fall,1,1,0
38,male,97142,high school,6,swimming,1271,suburban,26,29,fall,1,0,0
63,non-binary,115628,high school,3,hiking,1278,suburban,51,58,summer,1,0,1
54,non-binary,79132,high school,8,sunbathing,3818,rural,76,45,winter,1,0,0
49,female,45745,doctorate,5,hiking,3000,suburban,102,3,winter,0,1,0
24,non-binary,99923,bachelor,3,sunbathing,4165,rural,185,176,fall,0,0,0
24,non-binary,22835,master,2,hiking,4492,suburban,226,214,fall,0,0,0
54,female,113400,high school,7,skiing,1735,rural,27,180,spring,1,0,1
30,female,119756,bachelor,5,hiking,2439,suburban,47,241,summer,1,1,1
64,male,78808,doctorate,9,sunbathing,2095,urban,204,240,fall,0,0,0
52,male,50265,bachelor,2,sunbathing,2897,suburban,50,260,summer,1,0,0
59,non-binary,50412,master,0,swimming,4100,urban,126,70,winter,0,0,0
47,male,82462,bachelor,9,swimming,1095,suburban,208,279,fall,1,0,0
67,non-binary,113437,master,5,swimming,2389,rural,239,71,spring,0,1,0
61,male,91606,bachelor,7,skiing,3171,urban,111,48,fall,0,1,0
63,male,22339,high school,1,swimming,3515,urban,266,55,summer,0,0,0
63,female,119901,high school,5,skiing,4182,urban,108,206,summer,1,1,1
43,male,64383,bachelor,7,swimming,1639,rural,38,178,winter,1,0,0
69,female,109977,high school,0,swimming,2798,suburban,27,194,winter,0,1,0
32,female,94011,master,4,sunbathing,2265,rural,156,151,summer,0,0,0
49,non-binary,71964,high school,5,skiing,4157,urban,27,271,spring,0,0,1
45,male,60606,doctorate,3,swimming,4547,suburban,72,151,summer,0,1,0
29,female,37185,doctorate,6,skiing,932,rural,165,40,spring,0,1,0
66,non-binary,78112,doctorate,5,skiing,1010,suburban,93,44,summer,1,0,0
28,non-binary,52983,master,4,swimming,2653,suburban,12,274,spring,0,1,0
26,female,105763,bachelor,7,sunbathing,837,rural,123,103,spring,0,1,0
33,male,116819,master,9,sunbathing,4829,suburban,167,205,fall,1,1,0
29,non-binary,48261,doctorate,2,swimming,2953,urban,158,122,fall,1,0,0
43,female,84206,bachelor,9,skiing,4974,suburban,76,296,summer,1,1,1
49,male,97736,bachelor,2,skiing,4929,suburban,147,173,winter,1,1,1
50,non-binary,20858,bachelor,5,sunbathing,553,urban,254,22,fall,0,1,0
31,female,77665,doctorate,6,sunbathing,4075,urban,37,13,fall,1,0,0
52,female,115920,high school,2,skiing,1342,suburban,133,189,winter,0,0,1
40,male,42022,bachelor,7,swimming,989,suburban,165,172,winter,1,0,0
33,female,106491,master,8,hiking,2988,suburban,281,146,winter,0,0,0
52,male,64891,master,3,skiing,1899,suburban,51,282,summer,0,0,1
22,female,98367,master,4,swimming,3491,urban,213,120,summer,1,0,0
67,female,85597,doctorate,5,skiing,1788,suburban,84,44,summer,0,1,0
32,female,75123,doctorate,1,skiing,2795,suburban,99,189,winter,0,0,1
40,female,32555,bachelor,8,skiing,3140,suburban,13,36,fall,1,0,1
58,non-binary,32594,master,7,swimming,2588,suburban,123,186,winter,0,0,0
19,non-binary,58860,doctorate,6,skiing,2871,rural,34,20,winter,0,1,0
43,male,54736,bachelor,7,sunbathing,912,urban,52,215,spring,0,0,0
67,male,100998,bachelor,5,hiking,4529,suburban,51,134,summer,1,1,1
27,male,54667,high school,8,skiing,720,urban,294,15,summer,0,0,0
69,male,61879,high school,3,skiing,3990,urban,268,119,winter,0,0,0
32,male,35491,doctorate,2,hiking,3060,suburban,199,48,winter,0,1,0
23,male,89409,high school,9,swimming,2350,urban,11,224,fall,1,1,0
21,non-binary,81148,master,0,sunbathing,3571,urban,76,142,fall,1,1,0
61,female,68788,master,9,swimming,2349,urban,84,64,fall,1,1,0
57,female,109541,doctorate,6,sunbathing,3234,rural,68,209,fall,0,1,0
43,non-binary,88738,master,2,skiing,2461,rural,200,36,winter,0,1,0
24,female,112698,doctorate,7,swimming,1609,urban,251,253,spring,1,1,0
52,non-binary,23980,high school,4,swimming,1713,suburban,94,65,summer,0,0,0
38,non-binary,68160,master,0,sunbathing,2845,suburban,268,43,spring,1,1,0
43,non-binary,39144,high school,4,swimming,4243,urban,247,280,summer,1,1,0
46,female,28400,doctorate,3,swimming,4196,rural,258,122,summer,1,1,0
65,female,69331,bachelor,9,sunbathing,4087,suburban,140,277,fall,1,1,0
40,non-binary,62285,bachelor,0,hiking,4932,urban,213,259,summer,0,1,1
21,non-binary,81210,master,3,swimming,3519,suburban,128,209,winter,1,1,0
47,non-binary,59675,bachelor,0,swimming,1577,suburban,266,93,spring,1,1,0
61,male,42852,bachelor,0,skiing,2510,rural,121,197,summer,1,1,1
49,non-binary,101279,doctorate,4,hiking,4592,suburban,268,44,spring,0,0,0
56,female,54060,high school,9,swimming,1414,urban,211,39,winter,0,0,0
20,female,102339,bachelor,0,hiking,3246,rural,139,224,winter,1,1,1
22,female,64124,high school,7,swimming,1361,suburban,22,2,fall,0,0,0
32,male,80128,bachelor,1,sunbathing,1121,rural,149,22,fall,0,0,0
